number,Chinese entity name,entity binomial scientific name,Chinese condition,English condition,Chinese relation,English relation
1833,黄麻叶枯病,Leaf blight of jute,管理粗放,Extensive management,适宜发生条件,ConditionIs
1834,黄麻茎斑病,Stem spot of jute,土壤干燥,Dry soil,适宜发生条件,ConditionIs
1835,玉米纹枯病,Rhizoctonia solani,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1836,玉米纹枯病,Rhizoctonia solani,排水不良,Poor drainage,适宜发生条件,ConditionIs
1837,玉米纹枯病,Rhizoctonia solani,土壤湿度大,High soil moisture,适宜发生条件,ConditionIs
1838,玉米锈病,Puccinia sp.,高温多湿,High temperature and high humidity,适宜发生条件,ConditionIs
1839,玉米锈病,Puccinia sp.,多雾,Foggy,适宜发生条件,ConditionIs
1840,玉米锈病,Puccinia sp.,光照不足,Insufficient light,适宜发生条件,ConditionIs
1841,玉米褐斑病,Brown spot of maize,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1842,玉米褐斑病,Brown spot of maize,土壤瘠薄,Poor soil,适宜发生条件,ConditionIs
1843,玉米疯顶病,Crazy top disease of maize,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1844,玉米疯顶病,Crazy top disease of maize,土壤湿度大,High soil moisture,适宜发生条件,ConditionIs
1845,玉米疯顶病,Crazy top disease of maize,地势较高,Higher ground,适宜发生条件,ConditionIs
1846,玉米疯顶病,Crazy top disease of maize,排水良好,Good drainage,适宜发生条件,ConditionIs
1847,玉米疯顶病,Crazy top disease of maize,土壤湿度较低,Low soil moisture,适宜发生条件,ConditionIs
1848,玉米茎腐病,Fusarium sp.,土壤湿度大,High soil moisture,适宜发生条件,ConditionIs
1849,玉米茎腐病,Fusarium sp.,田间郁闭,Field closure,适宜发生条件,ConditionIs
1850,玉米茎腐病,Fusarium sp.,通风透光不良,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1851,玉米圆斑病,Helminthosporium carbonum,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1852,玉米圆斑病,Helminthosporium carbonum,田间通风透光不良,Poor field ventilation and light transmission,适宜发生条件,ConditionIs
1853,玉米丝黑穗病,Sphacelotheca reiliana,土壤含水量12％,Soil moisture content 12%,适宜发生条件,ConditionIs
1854,黄麻立枯病,Rhizoctonia solani,阴雨多湿,Rainy and wet,适宜发生条件,ConditionIs
1855,黄麻立枯病,Rhizoctonia solani,春季低温,Spring low temperatures,适宜发生条件,ConditionIs
1856,黄麻立枯病,Rhizoctonia solani,排水不良,Poor drainage,适宜发生条件,ConditionIs
1857,黄麻立枯病,Rhizoctonia solani,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1858,黄麻炭疽病,Colletotrichum sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1859,黄麻枯腐病,Wilt and rot disease of jute,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1860,黄麻枯腐病,Wilt and rot disease of jute,湿度大,High humidity,适宜发生条件,ConditionIs
1861,黄麻枯萎病,Fusarium sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1862,黄麻枯萎病,Fusarium sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1863,黄麻枯萎病,Fusarium sp.,土壤贫瘠,Poor soil,适宜发生条件,ConditionIs
1864,黄麻枯萎病,Fusarium sp.,偏施氮肥,Partial nitrogen fertilizer,适宜发生条件,ConditionIs
1865,向日葵褐斑病,Brown spot of sunflower,湿度大,High humidity,适宜发生条件,ConditionIs
1866,向日葵褐斑病,Brown spot of sunflower,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1867,向日葵褐斑病,Brown spot of sunflower,田间通风透光差,Poor field ventilation and light transmission,适宜发生条件,ConditionIs
1868,向日葵褐斑病,Brown spot of sunflower,排水不良,Poor drainage,适宜发生条件,ConditionIs
1869,向日葵白粉病,Erysiphe sp.,通风不良,Poor ventilation,适宜发生条件,ConditionIs
1870,向日葵白粉病,Erysiphe sp.,氮肥偏多,Too much nitrogen fertilizer,适宜发生条件,ConditionIs
1871,向日葵霜霉病,Plasmopara halstedii,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
1872,向日葵霜霉病,Plasmopara halstedii,地下水位高,High groundwater level,适宜发生条件,ConditionIs
1873,向日葵根茎腐病,Root and stem rot of sunflower,田间,field,适宜发生条件,ConditionIs
1874,向日葵根茎腐病,Root and stem rot of sunflower,高温多湿,High temperature and high humidity,适宜发生条件,ConditionIs
1875,向日葵根茎腐病,Root and stem rot of sunflower,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1876,向日葵根茎腐病,Root and stem rot of sunflower,土壤湿度,Soil moisture,适宜发生条件,ConditionIs
1877,向日葵白绢病,Sclerotium rolfsii,高温,high temperature,适宜发生条件,ConditionIs
1878,向日葵白绢病,Sclerotium rolfsii,高湿,High humidity,适宜发生条件,ConditionIs
1879,向日葵细菌性茎腐病,Bacterial stem rot of sunflower,雨水多,Heavy rain,适宜发生条件,ConditionIs
1880,向日葵细菌性茎腐病,Bacterial stem rot of sunflower,湿度大,High humidity,适宜发生条件,ConditionIs
1881,向日葵细菌性茎腐病,Bacterial stem rot of sunflower,管理粗放,Extensive management,适宜发生条件,ConditionIs
1882,向日葵细菌性茎腐病,Bacterial stem rot of sunflower,氮肥施用不当,Improper nitrogen fertilizer application,适宜发生条件,ConditionIs
1883,向日葵细菌性茎腐病,Bacterial stem rot of sunflower,地势地洼,Low-lying terrain,适宜发生条件,ConditionIs
1884,魔芋软腐病,Erwinia carotovora subsp. carotovora,土壤湿度过大,Excessive soil moisture,适宜发生条件,ConditionIs
1885,魔芋炭疽病,Colletotrichum sp.,温暖多湿,Warm and humid,适宜发生条件,ConditionIs
1886,魔芋炭疽病,Colletotrichum sp.,田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
1887,姜枯萎病,Fusarium sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1888,姜枯萎病,Fusarium sp.,土质黏重,Heavy soil,适宜发生条件,ConditionIs
1889,青花菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,高湿,High humidity,适宜发生条件,ConditionIs
1890,葱炭疽病,Colletotrichum sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1891,葱黄矮病,Yellow dwarf disease of onion,高温干旱,High temperature and drought,适宜发生条件,ConditionIs
1892,大白菜霜霉病,Peronospora parasitica,高湿多雨,High humidity and heavy rain,适宜发生条件,ConditionIs
1893,大白菜炭疽病,Colletotrichum sp.,高湿,High humidity,适宜发生条件,ConditionIs
1894,大白菜炭疽病,Colletotrichum sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1895,大白菜炭疽病,Colletotrichum sp.,通风透光差,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1896,大白菜褐腐病,Brown rot of Chinese cabbage,培土过多过湿,Too much soil and too wet,适宜发生条件,ConditionIs
1897,大白菜黑斑病,Alternaria sp.,相对湿度为72%,Relative humidity: 72%,适宜发生条件,ConditionIs
1898,青花菜黑胫病,Blackleg disease of broccoli,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1899,青花菜黑胫病,Blackleg disease of broccoli,雨后高温,High temperature after rain,适宜发生条件,ConditionIs
1900,大白菜黑胫病,Blackleg disease of Chinese cabbage,潮湿多雨,Wet and rainy,适宜发生条件,ConditionIs
1901,大白菜黑胫病,Blackleg disease of Chinese cabbage,雨后高温,High temperature after rain,适宜发生条件,ConditionIs
1902,青花菜霜霉病,Peronospora sp.,高温高湿度,High temperature and high humidity,适宜发生条件,ConditionIs
1903,青花菜霜霉病,Peronospora sp.,光照不足,Insufficient light,适宜发生条件,ConditionIs
1904,青花菜霜霉病,Peronospora sp.,空气湿度,Air humidity,适宜发生条件,ConditionIs
1905,玉米霜霉病,Peronospora sp.,气候潮湿,Wet climate,适宜发生条件,ConditionIs
1906,玉米霜霉病,Peronospora sp.,雨水充沛,Plenty of rain,适宜发生条件,ConditionIs
1907,玉米霜霉病,Peronospora sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1908,玉米链格孢菌叶枯病,Alternaria sp.,通风透光不好,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1909,玉米链格孢菌叶枯病,Alternaria sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1910,玉米链格孢菌叶枯病,Alternaria sp.,土壤潮湿,Moist soil,适宜发生条件,ConditionIs
1911,玉米链格孢菌叶枯病,Alternaria sp.,高温,high temperature,适宜发生条件,ConditionIs
1912,玉米链格孢菌叶枯病,Alternaria sp.,高湿,High humidity,适宜发生条件,ConditionIs
1913,玉米斑枯病,Spot blight of maize,冷凉潮湿,Cool and humid,适宜发生条件,ConditionIs
1914,玉米炭疽病,Colletotrichum sp.,高温,high temperature,适宜发生条件,ConditionIs
1915,玉米炭疽病,Colletotrichum sp.,高湿,High humidity,适宜发生条件,ConditionIs
1916,玉米立枯丝核菌根腐病,Rhizoctonia solani,土温低,Low soil temperature,适宜发生条件,ConditionIs
1917,玉米立枯丝核菌根腐病,Rhizoctonia solani,湿度大,High humidity,适宜发生条件,ConditionIs
1918,玉米平脐蠕孢茎基腐病,Fusarium sp.,高湿,High humidity,适宜发生条件,ConditionIs
1919,玉米平脐蠕孢茎基腐病,Fusarium sp.,雨后骤晴,Sunshine after rain,适宜发生条件,ConditionIs
1920,玉米平脐蠕孢茎基腐病,Fusarium sp.,土壤湿度大,High soil moisture,适宜发生条件,ConditionIs
1921,玉米平脐蠕孢茎基腐病,Fusarium sp.,田间郁闭,Field closure,适宜发生条件,ConditionIs
1922,玉米平脐蠕孢茎基腐病,Fusarium sp.,通风透光不良,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1923,玉米种子霉烂,Seed mold of maize,排水不良,Poor drainage,适宜发生条件,ConditionIs
1924,玉米种子霉烂,Seed mold of maize,温及土壤湿,Warm and moist soil,适宜发生条件,ConditionIs
1925,玉米全蚀病,Take-all disease of maize,高温,high temperature,适宜发生条件,ConditionIs
1926,玉米全蚀病,Take-all disease of maize,高湿,High humidity,适宜发生条件,ConditionIs
1927,玉米细菌性条纹病,Xanthomonas sp.,高温多雨,Hot and rainy,适宜发生条件,ConditionIs
1928,玉米细菌性条纹病,Xanthomonas sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1929,玉米细菌性条纹病,Xanthomonas sp.,土壤板结,Soil compaction,适宜发生条件,ConditionIs
1930,玉米细菌性茎腐病,Fusarium sp.,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1931,玉米细菌性茎腐病,Fusarium sp.,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1932,玉米细菌性茎腐病,Fusarium sp.,排水不良,Poor drainage,适宜发生条件,ConditionIs
1933,玉米细菌性茎腐病,Fusarium sp.,土壤板结,Soil compaction,适宜发生条件,ConditionIs
1934,稻瘟病,Pyricularia oryzae,适温高湿,Suitable temperature and high humidity,适宜发生条件,ConditionIs
1935,稻瘟病,Pyricularia oryzae,雨天多,Many rainy days,适宜发生条件,ConditionIs
1936,稻瘟病,Pyricularia oryzae,多雨,Rainy,适宜发生条件,ConditionIs
1937,水稻云形病,Gerlachia oryzae,连绵阴雨,Continuous rain,适宜发生条件,ConditionIs
1938,水稻云形病,Gerlachia oryzae,适温多湿,Suitable temperature and humidity,适宜发生条件,ConditionIs
1939,水稻菌核秆腐病,Sclerotium oryzae-sativae,排水不好,Poor drainage,适宜发生条件,ConditionIs
1940,水稻纹枯病,Rhizoctonia solani,雨，田间湿度在,"Rain, field humidity",适宜发生条件,ConditionIs
1941,水稻纹枯病,Rhizoctonia solani,田间郁闭,Field closure,适宜发生条件,ConditionIs
1942,水稻纹枯病,Rhizoctonia solani,湿度大,High humidity,适宜发生条件,ConditionIs
1943,水稻胡麻斑病,Bipolaris oryzae,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
1944,水稻胡麻斑病,Bipolaris oryzae,土壤酸性,Soil acidity,适宜发生条件,ConditionIs
1945,水稻胡麻斑病,Bipolaris oryzae,砂质,Sandy,适宜发生条件,ConditionIs
1946,水稻胡麻斑病,Bipolaris oryzae,保肥性差,Poor fertilizer retention,适宜发生条件,ConditionIs
1947,稻螟蛉,Naranga aenescens,阴雨天多,Many rainy days,适宜发生条件,ConditionIs
1948,水稻叶鞘腐败病,Sclerotium oryzae-sativae,田间湿度高,High humidity in the field,适宜发生条件,ConditionIs
1949,水稻叶鞘腐败病,Sclerotium oryzae-sativae,通透性,Permeability,适宜发生条件,ConditionIs
1950,水稻紫鞘病,Purple sheath disease of rice,高温多雨,Hot and rainy,适宜发生条件,ConditionIs
1951,水稻窄条斑病,Narrow stripe disease of rice,缺磷,Phosphorus deficiency,适宜发生条件,ConditionIs
1952,水稻窄条斑病,Narrow stripe disease of rice,土壤通气性差,Poor soil aeration,适宜发生条件,ConditionIs
1953,稻曲病,Ustilaginoidea virens,田间郁,Tian Jianyu,适宜发生条件,ConditionIs
1954,稻曲病,Ustilaginoidea virens,通风透光差,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1955,稻曲病,Ustilaginoidea virens,相对湿度高,High relative humidity,适宜发生条件,ConditionIs
1956,稻粒黑粉病,Neovossia horrida,通风透光不良,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1957,水稻白叶枯病,Xanthomonas oryzae pv. oryzae,多雨,Rainy,适宜发生条件,ConditionIs
1958,水稻白叶枯病,Xanthomonas oryzae pv. oryzae,田间郁闭,Field closure,适宜发生条件,ConditionIs
1959,水稻白叶枯病,Xanthomonas oryzae pv. oryzae,湿度大,High humidity,适宜发生条件,ConditionIs
1960,水稻白叶枯病,Xanthomonas oryzae pv. oryzae,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1961,水稻白叶枯病,Xanthomonas oryzae pv. oryzae,排水不良,Poor drainage,适宜发生条件,ConditionIs
1962,水稻细菌性褐条病,Acidovorax avenae subsp. avenae,高温,high temperature,适宜发生条件,ConditionIs
1963,水稻细菌性褐条病,Acidovorax avenae subsp. avenae,高湿,High humidity,适宜发生条件,ConditionIs
1964,水稻细菌性褐条病,Acidovorax avenae subsp. avenae,阴雨,Rainy,适宜发生条件,ConditionIs
1965,水稻细菌性褐斑病,Pseudomonas syringae pv. syringae,偏施氮肥,Partial nitrogen fertilizer,适宜发生条件,ConditionIs
1966,水稻橙叶病,Orange leaf disease of rice,素：高温,Vegetarian: High temperature,适宜发生条件,ConditionIs
1967,水稻细菌性基腐病,Dickeya zeae,地势低,Low lying,适宜发生条件,ConditionIs
1968,水稻条纹叶枯病,Rice stripe virus,降雨少,Little rainfall,适宜发生条件,ConditionIs
1969,水稻赤枯病,Red withered disease of rice,排水不良,Poor drainage,适宜发生条件,ConditionIs
1970,直纹稻弄蝶,Parnara guttata,温度低,Low temperature,适宜发生条件,ConditionIs
1971,直纹稻弄蝶,Parnara guttata,高温低湿,High temperature and low humidity,适宜发生条件,ConditionIs
1972,直纹稻弄蝶,Parnara guttata,气温32,Temperature 32,适宜发生条件,ConditionIs
1973,直纹稻弄蝶,Parnara guttata,盛夏不热,Summer is not hot,适宜发生条件,ConditionIs
1974,稻秆潜蝇,Chlorops oryzae,阳光不足,Lack of sunlight,适宜发生条件,ConditionIs
1975,稻秆潜蝇,Chlorops oryzae,环境潮湿,Wet environment,适宜发生条件,ConditionIs
1976,稻秆潜蝇,Chlorops oryzae,田水温度低,Low field water temperature,适宜发生条件,ConditionIs
1977,褐飞虱,Nilaparvata lugens,、湿度8,、Humidity 8,适宜发生条件,ConditionIs
1978,褐飞虱,Nilaparvata lugens,晚秋不冷,Late autumn is not cold,适宜发生条件,ConditionIs
1979,褐飞虱,Nilaparvata lugens,夏秋多雨,Rainy summer and autumn,适宜发生条件,ConditionIs
1980,白背飞虱,Sogatella furcifera,相对湿度为80％～90%,Relative humidity: 80% to 90%,适宜发生条件,ConditionIs
1981,白背飞虱,Sogatella furcifera,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
1982,白背飞虱,Sogatella furcifera,氮肥过多,Too much nitrogen fertilizer,适宜发生条件,ConditionIs
1983,白背飞虱,Sogatella furcifera,田间郁闭,Field closure,适宜发生条件,ConditionIs
1984,灰飞虱,Laodelphax striatellus,郁闭,Closure,适宜发生条件,ConditionIs
1985,灰飞虱,Laodelphax striatellus,透风透光不良,Poor ventilation and light transmission,适宜发生条件,ConditionIs
1986,白翅叶蝉,Erythroneura subrufa,相对湿对85%～90%,Relative humidity: 85%～90%,适宜发生条件,ConditionIs
1987,小麦秆枯病,Gibellina cerealis,施肥不足,Insufficient fertilization,适宜发生条件,ConditionIs
1988,小麦秆枯病,Gibellina cerealis,土壤瘠薄,Poor soil,适宜发生条件,ConditionIs
1989,小麦全蚀病,Gaeumannomyces graminis,土质疏松,Loose soil,适宜发生条件,ConditionIs
1990,小麦全蚀病,Gaeumannomyces graminis,肥力低,Low fertility,适宜发生条件,ConditionIs
